id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
8552,female,20,166,60,14,94,40.3,66
8553,female,71,136,47,20,94,40.3,116
8554,female,39,182,76,16,100,40.3,87
8555,male,44,170,79,7,82,39.4,21
8556,male,38,198,106,26,99,40.8,153
8557,female,55,144,50,7,82,39.4,29
8558,female,27,159,61,16,105,40.5,96
8559,female,45,152,54,12,88,39.9,55
8560,male,22,178,80,28,113,40.7,186
8561,female,68,158,60,1,84,37.5,4
8562,male,24,196,96,30,114,41,218
8563,female,37,187,84,11,99,39.9,57
8564,male,20,180,79,25,106,40.4,137
8565,female,45,155,56,6,83,39.6,24
8566,male,42,191,98,6,80,39.2,18
8567,female,21,182,72,6,87,39,23
8568,female,41,184,80,25,107,40.6,155
8569,female,70,155,58,4,87,38.9,19
8570,female,70,147,46,10,93,39.8,57
8571,male,23,179,84,26,107,40.6,153
8572,female,24,169,65,13,93,39.9,60
8573,female,78,159,64,28,111,40.7,210
8574,female,67,175,72,13,95,40.3,71
8575,female,32,167,73,6,88,38.8,25
8576,male,70,181,89,6,90,39.3,34
8577,male,41,180,87,15,96,39.9,77
8578,female,43,154,56,17,105,40.5,108
8579,male,72,184,85,10,90,39.8,57
8580,male,42,187,92,5,87,39.1,20
8581,male,23,187,84,16,97,40.4,70
8582,female,23,142,47,12,96,39.9,62
8583,female,71,189,89,18,89,40.4,84
8584,male,50,185,84,26,97,40.8,148
8585,female,32,153,56,1,68,38.2,2
8586,male,20,192,89,10,89,39.6,31
8587,male,38,206,111,16,97,40.4,91
8588,male,21,171,72,5,86,39.4,12
8589,male,44,179,81,27,110,40.5,197
8590,male,57,179,77,17,95,40.4,95
8591,female,22,146,50,7,79,39.7,23
8592,male,31,193,97,9,94,39.7,41
8593,male,41,179,84,19,103,40.6,117
8594,male,42,194,100,13,98,40.1,75
8595,male,70,176,85,25,99,40.7,174
8596,female,32,151,54,20,100,40.6,113
8597,female,41,164,63,11,87,40.2,47
8598,female,50,163,60,19,100,40.7,112
8599,male,54,186,89,27,112,40.8,223
8600,male,24,184,83,11,93,40,42
8601,female,72,163,63,4,83,39.1,18
8602,female,69,168,66,25,111,40.6,183
8603,female,71,174,74,4,86,39,18
8604,male,54,181,78,29,108,40.9,215
8605,female,49,174,75,7,93,39.2,34
8606,female,40,146,49,3,83,38.8,12
8607,female,23,172,67,7,86,39.2,27
8608,male,22,183,85,10,89,39.9,31
8609,female,31,162,58,21,100,40.5,117
8610,male,50,181,91,24,106,40.6,173
8611,male,23,187,83,24,104,40.9,130
8612,female,63,176,79,29,111,40.5,204
8613,female,65,153,55,18,103,40.5,117
8614,female,45,163,58,18,107,40.4,118
8615,female,66,153,61,22,96,40.7,126
8616,male,51,169,69,20,100,40.1,117
8617,female,35,159,59,6,82,39.2,22
8618,female,46,168,62,18,95,40.5,94
8619,male,59,181,88,21,97,40.8,130
8620,female,77,178,73,9,84,39.8,40
8621,female,38,168,65,2,87,38.2,8
8622,female,26,181,73,24,104,40.6,137
8623,male,73,188,95,21,103,40.4,167
8624,male,33,187,83,2,82,38.2,5
8625,female,30,183,81,10,90,39.5,42
8626,female,28,165,65,18,99,40.3,96
8627,female,61,163,65,19,92,40.6,98
8628,male,27,196,100,22,101,40.5,121
8629,female,23,171,70,9,91,39.6,39
8630,female,31,153,53,10,91,39.8,47
8631,male,55,183,85,20,94,40.3,110
8632,female,75,166,73,21,108,40.4,147
8633,male,24,184,93,19,88,40.2,62
8634,female,61,166,64,7,87,39.5,32
8635,female,39,161,64,9,81,39.6,32
8636,female,44,152,55,11,91,39.7,54
8637,male,69,180,83,20,100,40.7,141
8638,female,48,159,59,5,87,39.3,22
8639,male,40,187,90,14,89,40.1,58
8640,male,29,178,83,28,104,40.8,160
8641,female,20,183,77,25,103,40.6,136
8642,male,73,183,90,21,94,40.5,136
8643,female,33,178,73,13,82,40,45
8644,male,21,183,81,5,87,38.7,14
8645,female,29,164,58,21,94,40.8,103
8646,male,42,174,81,9,93,39.7,42
8647,male,25,196,94,11,85,39.6,32
8648,female,54,184,79,23,92,40.9,111
8649,male,24,189,92,1,88,38.1,3
8650,female,24,160,55,9,97,39.7,46
8651,female,27,164,65,20,104,40.6,117
8652,female,45,165,64,30,104,40.5,185
8653,male,75,173,79,5,87,38.9,26
8654,female,46,154,55,3,84,38.6,12
8655,female,71,153,53,22,101,40.7,142
8656,female,76,161,63,26,103,41,172
8657,male,74,193,89,13,94,40.1,84
8658,female,64,163,67,27,115,40.7,206
8659,male,20,173,72,4,80,38.6,6
8660,female,20,160,64,23,108,40.6,141
8661,male,60,196,96,12,97,39.9,77
8662,male,62,177,82,21,102,40.7,146
8663,female,22,153,55,21,107,41.1,130
8664,female,35,166,70,14,93,40.1,66
8665,female,65,155,59,10,95,40,56
8666,female,48,170,66,11,92,39.8,54
8667,female,47,161,57,10,86,39.8,44
8668,male,55,179,79,24,110,40.6,187
8669,male,27,175,79,16,93,40.1,62
8670,female,20,168,59,2,85,37.9,8
8671,male,48,190,90,1,80,38,3
8672,male,21,179,78,20,102,40.4,98
8673,female,24,176,70,5,94,39.1,23
8674,male,77,183,85,16,92,39.7,100
8675,male,36,191,96,2,82,38.4,6
8676,female,25,171,60,25,112,40.8,168
8677,female,41,159,57,17,101,40.3,100
8678,female,74,148,52,25,108,40.8,182
8679,male,32,181,82,15,93,40.3,63
8680,male,68,174,78,5,88,39.2,25
8681,male,31,178,80,11,95,39.6,48
8682,female,52,176,70,14,89,40.4,64
8683,female,79,171,66,19,103,40.1,126
8684,male,73,188,85,28,105,41,225
8685,male,21,188,89,21,102,40.4,108
8686,female,31,151,52,23,104,40.5,140
8687,male,33,179,75,19,95,40.3,83
8688,female,71,155,60,16,91,40.3,85
8689,male,54,177,83,15,98,40.4,90
8690,female,51,176,71,14,95,40.4,73
8691,male,51,189,88,16,101,40,103
8692,male,33,206,101,17,89,40.4,68
8693,female,39,175,66,15,86,40.3,61
8694,female,38,152,52,27,109,40.8,182
8695,male,61,185,86,23,90,40.6,120
8696,female,22,158,58,8,89,39.7,34
8697,female,22,168,63,23,109,40.7,145
8698,male,60,183,84,18,97,40.5,111
8699,female,23,161,58,9,92,39.7,41
8700,female,45,161,60,4,84,38.7,16
8701,female,73,176,78,17,99,40.4,101
8702,male,60,193,97,30,105,40.8,230
8703,female,26,184,82,20,101,40.4,105
8704,male,20,185,83,12,101,40.2,58
8705,male,25,201,101,15,93,40,64
8706,female,63,178,82,16,94,40.1,83
8707,female,65,149,50,25,105,40.4,170
8708,male,42,196,101,17,87,40.1,71
8709,male,46,186,93,21,96,41.1,116
8710,male,58,198,96,12,92,39.7,67
8711,female,37,151,51,30,115,40.9,221
8712,male,21,187,86,23,96,41,96
8713,female,24,171,68,26,108,40.7,160
8714,female,49,173,72,16,94,40.3,81
8715,male,42,179,80,8,93,39.4,37
8716,male,57,195,100,24,101,40.9,167
8717,female,50,152,55,30,114,41,223
8718,male,62,184,83,22,103,40.5,157
8719,female,46,168,65,26,106,41,166
8720,female,34,172,65,28,115,40.8,199
8721,female,57,160,62,25,102,40.5,155
8722,female,54,181,85,21,101,40.4,120
8723,female,58,181,78,5,87,39.2,22
8724,female,69,147,49,11,102,39.8,72
8725,male,38,195,93,26,108,40.7,181
8726,male,35,194,100,18,100,40.3,104
8727,male,23,189,81,23,101,40.5,113
8728,male,31,191,90,25,106,40.9,156
8729,female,38,156,61,23,100,40.4,130
8730,female,32,155,56,27,107,40.4,172
8731,female,40,171,70,24,107,40.7,151
8732,male,70,183,88,17,96,40.3,112
8733,female,37,174,75,19,106,40.4,115
8734,male,77,166,66,25,109,40.4,210
8735,female,31,154,57,7,84,39.2,27
8736,male,64,163,63,6,89,39,28
8737,male,26,176,84,15,92,40.2,57
8738,male,31,183,87,15,97,40.2,72
8739,female,20,155,53,15,92,40,69
8740,male,50,207,111,28,115,40.6,251
8741,male,47,195,99,11,88,39.8,50
8742,female,47,165,67,3,85,38.5,12
8743,male,20,163,70,16,102,40.2,75
8744,female,54,149,49,7,84,39.6,31
8745,male,28,193,96,11,85,40.1,34
8746,female,42,169,64,7,88,39.4,31
8747,male,58,193,96,23,108,40.5,184
8748,male,71,188,96,2,75,38,7
8749,male,40,176,73,2,86,38,7
8750,male,44,202,101,2,79,38.2,6
8751,male,25,177,75,15,93,40.5,55
8752,male,26,178,80,19,95,40.4,79
8753,female,42,165,64,9,89,39.5,41
8754,female,75,169,65,7,83,39.3,31
8755,female,77,152,61,4,91,38.9,21
8756,male,27,180,86,26,110,40.6,171
8757,female,72,172,72,13,101,40.1,81
8758,female,32,173,68,4,84,39.2,15
8759,male,72,182,87,24,105,40.7,192
8760,female,63,149,50,18,100,40.5,112
8761,female,28,175,71,6,83,39.3,21
8762,male,39,182,79,30,111,41,215
8763,male,34,190,88,18,93,40.5,79
8764,female,49,152,50,5,93,39.4,26
8765,male,29,196,103,7,83,39.7,21
8766,female,39,160,66,5,80,39,17
8767,female,47,158,61,17,93,40.4,86
8768,female,76,149,56,20,92,40.8,111
8769,male,40,179,84,17,99,40.2,94
8770,male,32,187,86,5,78,39,10
8771,male,73,200,106,12,89,40,73
8772,male,47,187,87,16,103,40.2,104
8773,male,77,194,90,24,103,40.7,192
8774,female,30,164,62,2,81,38.1,7
8775,female,38,151,56,28,111,40.5,193
8776,male,52,177,77,23,99,40.4,136
8777,female,41,159,60,18,97,40.8,97
8778,female,40,145,49,1,87,38,4
8779,female,73,190,91,18,103,40.1,111
8780,female,29,163,62,18,105,39.9,108
8781,male,42,184,89,24,105,40.5,159
8782,female,31,177,71,2,85,37.2,8
8783,male,44,177,83,28,110,41.2,205
8784,female,23,172,71,17,94,40.6,78
8785,male,70,198,108,9,85,39.8,48
8786,female,23,156,55,3,84,38.2,11
8787,male,41,186,88,7,86,39.5,26
8788,female,24,163,60,8,91,39.7,36
8789,female,29,168,62,6,89,39.8,26
8790,female,52,157,59,6,78,39.4,21
8791,female,53,167,69,11,91,40,53
8792,female,64,159,56,3,91,38.5,16
8793,male,46,182,84,17,99,40.4,98
8794,male,64,178,83,24,103,41,174
8795,female,71,155,60,17,91,40.1,90
8796,male,23,193,93,6,84,38.9,16
8797,female,63,184,77,1,79,38.1,4
8798,male,45,174,83,27,94,40.9,134
8799,female,50,159,60,7,91,39.4,34
8800,female,35,151,57,21,99,40.4,116
8801,male,71,185,86,7,82,39.4,31
8802,male,45,191,91,14,94,39.9,72
8803,female,21,175,69,10,98,39.7,50
8804,male,39,178,73,24,100,40.6,129
8805,female,47,171,69,19,100,40.4,108
8806,female,25,166,65,6,89,39.2,25
8807,female,71,153,56,11,94,40,62
8808,female,35,167,65,8,97,39.6,42
8809,female,60,172,65,28,103,40.6,176
8810,female,47,172,75,19,101,40.5,109
8811,female,39,160,58,24,105,40.5,150
8812,female,49,165,66,9,82,39.6,35
8813,male,71,190,88,29,106,40.9,236
8814,female,27,172,67,4,90,39,17
8815,female,23,155,55,18,93,40.2,85
8816,male,35,180,86,17,101,40.4,95
8817,male,79,194,103,21,96,40.9,154
8818,male,62,188,92,15,91,40.4,83
8819,male,33,164,68,12,93,39.8,47
8820,male,31,180,79,25,102,40.8,135
8821,female,74,145,48,25,101,40.7,164
8822,female,30,158,53,24,100,40.7,135
8823,female,37,171,67,7,90,39.3,31
8824,female,22,157,59,24,101,41.1,132
8825,male,20,184,85,17,90,40.7,54
8826,male,23,169,71,16,102,40.1,78
8827,male,23,173,77,16,102,40.1,80
8828,male,32,196,95,19,98,40.4,99
8829,female,40,150,49,22,92,40.2,110
8830,female,26,178,75,8,81,39.5,26
8831,male,70,178,80,14,83,40.2,62
8832,male,53,210,110,1,80,37.9,4
8833,female,36,166,67,10,94,40,49
8834,female,53,156,55,12,86,40.1,54
8835,male,75,196,103,25,112,40.6,239
8836,male,68,191,98,22,99,41,157
8837,male,29,177,82,30,109,40.5,193
8838,female,29,161,59,9,91,39.7,41
8839,female,52,171,67,15,89,40.6,70
8840,male,25,167,72,5,91,39.3,17
8841,male,39,188,92,10,101,39.8,59
8842,male,78,189,94,3,84,38.2,16
8843,female,37,163,58,9,82,39.7,34
8844,female,50,147,55,9,87,40.1,41
8845,female,38,166,64,12,89,39.8,53
8846,female,32,158,57,23,101,40.6,131
8847,female,25,169,63,5,86,39.3,19
8848,male,31,179,80,28,112,40.9,194
8849,male,51,186,90,2,83,38.1,7
8850,male,38,177,84,28,106,40.9,181
8851,male,36,185,89,18,96,40.3,89
8852,male,31,165,69,19,99,40.6,90
8853,female,34,167,68,30,105,40.7,180
8854,female,54,151,53,19,94,40.3,103
8855,male,71,186,87,7,82,39.6,31
8856,female,26,170,69,24,107,40.8,146
8857,female,36,188,84,13,96,39.8,63
8858,female,50,148,55,24,109,40.8,166
8859,female,44,173,66,16,86,40.3,67
8860,male,73,192,98,20,102,40.5,157
8861,female,43,158,63,8,90,39.7,37
8862,female,34,186,87,5,84,39.3,18
8863,female,25,164,63,21,101,40.7,115
8864,female,53,152,53,25,109,41,175
8865,female,45,156,56,25,105,40.7,159
8866,male,33,188,93,21,105,40.2,132
8867,female,26,155,52,23,109,40.4,150
8868,male,58,191,99,16,94,40.2,95
8869,female,50,167,70,13,92,40.1,63
8870,male,63,173,76,7,90,39.2,36
8871,male,54,177,80,10,90,39.9,47
8872,female,26,167,65,19,98,40.6,98
8873,male,29,186,85,22,98,40.4,107
8874,female,25,159,60,7,94,39.4,34
8875,male,64,175,83,4,83,38.9,17
8876,female,72,150,55,17,100,40.3,108
8877,male,38,179,86,15,108,40.3,102
8878,female,48,146,46,7,88,39.5,33
8879,female,26,158,58,23,105,40.3,138
8880,male,24,182,85,10,95,40,41
8881,female,54,163,65,3,80,38.8,11
8882,male,27,189,93,30,104,40.7,175
8883,male,34,186,92,27,106,41.1,174
8884,female,60,189,83,3,86,38.3,13
8885,male,78,203,110,24,110,40.8,229
8886,female,23,153,51,9,101,39.5,51
8887,female,70,149,54,30,110,40.9,221
8888,male,57,196,96,29,108,41.1,230
8889,female,35,154,53,10,90,39.6,46
8890,male,21,175,71,3,88,38.7,8
8891,female,62,167,65,22,103,40.9,139
8892,male,42,199,103,10,89,39.9,45
8893,male,73,190,95,5,74,38.9,18
8894,male,51,184,93,3,84,38.5,12
8895,male,77,184,87,6,80,39.2,27
8896,male,31,191,100,23,100,41,128
8897,male,29,167,71,2,77,37.9,3
8898,female,24,178,78,2,93,38.2,9
8899,female,62,186,86,22,102,40.1,131
8900,female,22,154,55,3,86,38.2,12
8901,male,41,179,85,25,101,40.8,147
8902,male,62,196,93,17,97,40.6,110
8903,male,49,169,80,3,82,38.4,10
8904,male,22,182,79,6,78,39.5,8
8905,female,27,159,63,13,93,40.1,61
8906,male,38,206,105,26,114,40.7,211
8907,male,49,177,76,19,100,40.6,112
8908,male,46,194,88,1,80,37.6,3
8909,male,48,202,103,25,107,40.9,188
8910,male,31,171,74,12,94,39.6,49
8911,male,52,184,88,27,111,41.2,215
8912,female,36,167,69,12,95,39.8,60
8913,male,36,182,81,11,94,39.8,49
8914,male,34,183,82,3,84,38.6,9
8915,female,49,173,66,4,81,38.9,15
8916,female,22,179,70,4,81,38.8,13
8917,female,67,173,70,8,96,39.2,45
8918,male,69,207,111,21,98,40.6,154
8919,male,56,190,95,5,82,39,20
8920,female,31,156,56,11,86,40.2,45
8921,female,26,150,54,5,89,39.1,22
8922,male,58,179,82,23,107,40.4,173
8923,female,30,164,61,4,86,39,16
8924,female,47,151,56,25,108,40.7,168
8925,male,66,190,94,25,101,40.8,182
8926,male,70,193,97,15,96,40.1,102
8927,male,30,197,97,25,108,40.7,166
8928,female,34,166,67,19,103,40.5,110
8929,male,63,179,82,16,86,40.2,74
8930,female,52,170,64,8,88,39.8,37
8931,male,22,189,80,5,86,39.3,13
8932,male,51,189,88,15,104,39.7,103
8933,female,20,173,72,8,79,39.5,23
8934,female,26,174,72,28,104,40.5,160
8935,female,30,147,53,28,117,40.6,208
8936,male,36,179,80,21,105,40.4,129
8937,male,54,196,105,16,85,40.5,72
8938,female,59,157,60,25,107,40.7,170
8939,male,25,192,87,18,99,40.2,87
8940,male,31,191,93,14,94,40.1,63
8941,male,51,179,76,17,105,40.4,115
8942,male,73,175,76,4,86,38.9,20
8943,female,67,161,60,12,86,40.4,56
8944,male,20,194,88,6,93,39.1,22
8945,female,34,152,51,13,93,39.9,65
8946,female,28,164,60,19,103,40.3,110
8947,male,31,192,94,26,106,40.9,165
8948,male,70,174,81,27,102,40.9,198
8949,male,59,192,98,14,92,40.2,79
8950,male,56,187,90,25,99,40.5,160
8951,male,22,163,65,9,92,40,29
8952,female,32,150,51,6,87,39.3,26
8953,female,52,153,55,30,108,40.7,205
8954,male,23,182,82,2,79,38.2,3
8955,female,23,165,61,23,104,40.4,134
8956,female,20,167,67,3,84,38.6,11
8957,female,25,173,71,14,86,40.3,53
8958,female,21,185,77,12,92,40.1,51
8959,female,58,173,77,26,103,40.6,159
8960,female,53,159,61,14,109,39.8,96
8961,female,51,171,72,30,108,41.1,197
8962,female,41,181,70,2,76,38.7,6
8963,male,39,185,84,13,95,40,63
8964,female,54,165,62,12,97,39.8,67
8965,female,29,160,60,18,102,40.4,103
8966,female,75,153,62,11,87,40,54
8967,female,60,158,59,4,77,38.6,14
8968,male,37,179,79,23,101,40.6,128
8969,male,25,174,74,8,87,39.4,22
8970,female,22,169,64,19,100,40.4,101
8971,female,38,177,74,25,108,40.9,158
8972,male,33,194,100,6,92,39.4,27
8973,male,36,174,78,8,85,39.6,25
8974,male,33,178,82,30,108,41.1,194
8975,male,23,193,95,5,85,38.8,14
8976,female,37,152,56,3,80,38.9,11
8977,female,25,172,71,15,103,40.1,84
8978,female,37,180,73,24,98,40.6,126
8979,female,23,143,45,4,91,39.3,19
8980,male,35,181,82,23,105,40.5,141
8981,female,33,169,71,24,104,40.9,140
8982,male,27,189,93,16,95,40.3,71
8983,female,64,150,47,22,101,40.8,141
8984,male,25,158,58,6,90,39.2,17
8985,female,69,154,59,18,86,40.6,85
8986,male,25,179,81,19,104,40,104
8987,male,26,182,83,27,107,41,162
8988,female,32,154,56,6,81,39.3,21
8989,male,39,181,80,12,93,39.7,54
8990,male,56,187,91,17,92,40.4,91
8991,female,26,169,65,20,101,40.8,110
8992,male,48,181,80,27,105,40.6,181
8993,male,68,184,81,3,81,38.6,12
8994,male,37,169,69,23,93,40.6,95
8995,female,23,168,69,2,83,37.5,7
8996,male,55,192,93,6,86,39.1,27
8997,male,41,184,82,19,104,40.4,119
8998,female,22,161,58,23,97,40.7,117
8999,male,21,185,81,25,112,40.7,162
9000,female,66,163,60,29,100,40.8,179
9001,male,68,196,105,24,96,40.9,164
9002,male,56,167,71,15,95,39.9,81
9003,female,28,167,66,3,87,38.5,12
9004,female,64,169,72,19,98,40.6,109
9005,male,25,196,92,3,83,38.5,8
9006,male,32,181,87,16,96,40.3,76
9007,female,22,171,63,28,107,40.8,170
9008,male,42,177,77,7,87,39.5,25
9009,male,20,186,82,14,89,40.5,42
9010,male,72,199,98,28,110,40.9,252
9011,male,55,186,89,10,83,39.5,39
9012,female,47,167,63,21,101,40.6,124
9013,male,77,166,74,3,82,38.8,14
9014,male,55,184,86,2,83,37.6,8
9015,female,63,161,57,2,86,38.7,9
9016,female,25,163,65,18,100,40.6,97
9017,female,39,156,52,14,83,40.1,56
9018,female,57,154,57,19,88,40.5,90
9019,male,55,195,102,8,85,39.5,36
9020,male,21,190,96,22,107,40.8,133
9021,female,27,161,57,9,88,39.8,38
9022,male,28,192,92,14,93,40.3,59
9023,female,64,169,64,11,94,39.9,60
9024,female,28,166,68,28,111,40.8,183
9025,male,21,186,89,22,101,40.4,110
9026,female,59,161,57,15,90,40.4,75
9027,female,61,159,61,3,84,39,13
9028,female,68,159,63,28,105,41.1,187
9029,male,44,194,92,24,98,40.8,137
9030,male,38,173,74,15,94,40,67
9031,male,32,198,100,29,105,40.8,185
9032,female,43,175,73,1,91,37.5,5
9033,female,51,153,56,27,102,40.8,166
9034,female,26,164,64,13,94,40.3,62
9035,female,30,181,77,29,113,40.8,194
9036,male,55,196,92,24,111,40.7,197
9037,female,38,179,79,29,114,40.7,200
9038,female,39,173,69,24,102,41,138
9039,female,35,157,52,14,99,40.1,79
9040,female,65,161,66,15,87,40.7,70
9041,female,69,163,62,19,94,40.3,105
9042,female,43,164,68,30,108,41,195
9043,male,37,196,102,26,104,40.4,169
9044,male,59,173,79,27,107,40.4,203
9045,female,35,155,55,11,87,39.7,47
9046,male,66,183,84,29,108,40.9,235
9047,female,21,154,55,5,80,39.1,16
9048,female,41,187,78,19,99,40.5,102
9049,female,24,169,65,8,95,39.5,38
9050,female,54,159,57,26,102,41.1,161
9051,male,22,181,79,25,116,40.6,177
9052,male,66,183,90,17,102,40.2,125
9053,male,44,203,101,8,88,39.3,35
9054,male,22,194,92,17,97,40.3,77
9055,male,32,185,89,4,88,38.6,14
9056,female,27,181,73,20,94,40.5,93
9057,female,38,161,59,5,79,38.9,17
9058,female,70,156,56,23,113,40.8,176
9059,female,33,167,62,23,107,40.3,145
9060,male,22,186,91,7,87,39.3,21
9061,male,30,186,85,14,98,39.9,68
9062,female,63,138,46,25,117,40.5,203
9063,male,78,183,83,10,93,40,64
9064,female,33,154,59,28,105,40.6,171
9065,male,60,162,72,6,89,39.1,28
9066,female,23,163,65,22,103,40.5,124
9067,female,46,163,63,3,84,38.6,12
9068,male,26,175,76,12,92,40.3,43
9069,female,43,149,53,4,84,38.8,17
9070,female,72,146,53,12,94,40.1,69
9071,male,27,198,93,25,112,40.5,176
9072,female,27,166,63,5,79,38.9,16
9073,male,46,188,87,20,93,40.5,99
9074,male,24,205,110,5,78,39,11
9075,male,22,180,79,13,87,40.1,35
9076,male,59,166,73,23,101,40.4,149
9077,male,32,189,95,29,110,41,203
9078,male,29,177,81,1,78,37.7,2
9079,female,29,152,53,7,87,38.9,29
9080,female,23,166,65,29,108,41.5,179
9081,male,51,187,91,24,98,40.9,145
9082,male,43,205,113,28,119,41,260
9083,female,45,160,56,24,102,40.6,145
9084,female,59,179,77,13,97,39.8,71
9085,male,71,184,91,14,87,40,75
9086,male,28,176,78,12,84,39.8,30
9087,female,54,152,53,19,101,40.2,117
9088,male,35,179,81,11,94,40,49
9089,female,76,169,70,16,99,40,97
9090,female,28,161,60,29,110,41.2,190
9091,female,71,165,67,19,91,40.3,99
9092,female,42,157,56,25,106,40.8,161
9093,female,29,158,59,29,111,41,194
9094,female,26,179,79,10,92,39.6,43
9095,female,32,159,55,13,92,40.2,62
9096,male,43,183,88,26,107,40.7,180
9097,male,55,193,98,24,112,40.8,204
9098,male,29,193,91,7,87,39.1,23
9099,male,23,189,87,23,110,40,147
9100,female,44,158,57,28,111,41,196
9101,female,28,158,60,24,105,40.6,144
9102,male,61,168,73,11,87,39.8,49
9103,male,45,187,87,4,83,38.9,14
9104,female,73,184,83,13,97,40.3,73
9105,male,37,185,83,26,106,41,166
9106,male,61,188,94,18,97,40.3,116
9107,female,68,171,72,12,93,39.9,63
9108,male,31,203,111,27,110,41.1,197
9109,female,44,177,71,24,104,40.5,145
9110,female,60,179,72,29,111,40.8,205
9111,female,33,174,72,20,98,40.6,104
9112,female,62,161,68,13,95,40.2,71
9113,male,51,178,76,7,76,39.3,17
9114,male,69,195,93,3,91,38.6,18
9115,male,57,175,82,22,112,40.2,181
9116,female,26,180,73,14,99,40,72
9117,male,22,181,78,15,87,40.3,40
9118,male,53,182,85,26,110,40.6,203
9119,female,39,167,72,20,96,40.6,102
9120,male,24,207,104,12,103,40.4,69
9121,male,33,193,97,27,103,40.8,163
9122,male,38,177,79,28,107,41,182
9123,female,73,160,63,10,80,40.1,41
9124,female,28,178,73,5,84,39.1,18
9125,female,57,170,66,10,92,39.4,51
9126,female,55,169,69,2,80,37.8,7
9127,male,35,170,73,2,90,38.1,7
9128,female,23,168,68,7,81,39.4,23
9129,female,51,151,58,5,83,38.9,21
9130,male,54,178,85,3,74,38.3,7
9131,female,28,160,53,15,105,39.9,92
9132,male,21,186,86,28,107,40.7,163
9133,female,67,159,57,9,88,40.1,44
9134,female,63,162,58,27,106,40.9,183
9135,female,20,163,56,7,79,39.4,22
9136,male,21,176,75,17,88,40,46
9137,male,20,192,91,12,97,40.1,53
9138,female,32,170,70,18,96,40.3,90
9139,female,47,172,75,30,104,40.7,181
9140,male,27,171,77,2,77,38,3
9141,male,32,182,81,5,92,39.1,20
9142,male,47,194,91,13,82,40,45
9143,female,35,160,61,11,98,40.3,59
9144,female,34,171,62,25,112,40.7,171
9145,male,42,190,98,24,107,40.7,171
9146,male,31,172,74,4,89,39.3,13
9147,male,66,165,67,9,90,39.7,45
9148,female,29,175,72,21,90,40.6,90
9149,female,22,156,58,16,102,40.4,90
9150,female,46,174,72,11,92,39.7,53
9151,male,68,175,81,6,79,39.3,23
9152,male,32,200,104,10,78,39.8,24
9153,female,22,177,68,22,96,40.6,106
9154,female,70,164,62,23,94,40.9,128
9155,male,37,186,91,9,89,39.1,36
9156,female,34,143,51,21,105,40.7,131
9157,female,41,162,63,6,76,39.3,19
9158,female,64,158,63,16,96,40.5,90
9159,male,59,199,104,20,102,40.5,146
9160,female,76,172,76,21,105,40.3,140
9161,female,35,169,69,18,104,40.3,106
9162,female,75,186,77,14,90,40,70
9163,male,34,170,80,9,95,39.9,41
9164,female,52,173,68,20,99,40.3,114
9165,female,34,148,48,13,94,40.2,66
9166,female,26,173,68,25,98,40.6,128
9167,male,26,174,80,11,83,39.7,26
9168,male,59,194,95,30,109,40.6,245
9169,male,20,173,73,25,99,40.7,108
9170,male,36,201,99,28,106,40.8,187
9171,male,31,171,72,20,99,40.4,96
9172,male,24,178,78,22,102,40.7,111
9173,male,22,188,85,3,87,38.2,9
9174,female,74,189,83,29,103,41.3,183
9175,female,58,169,69,21,103,40.7,130
9176,female,59,161,64,4,79,39,15
9177,female,22,161,64,8,93,39.7,37
9178,female,56,163,59,5,89,38.7,24
9179,male,49,194,101,16,103,40.4,110
9180,male,32,165,67,11,98,39.8,51
9181,female,78,174,72,12,94,40.3,67
9182,male,30,186,80,8,89,39.5,27
9183,female,30,166,66,16,87,40.2,65
9184,male,26,189,84,7,85,39.3,19
9185,male,41,172,76,30,102,41.1,175
9186,female,41,161,55,23,107,40.4,150
9187,female,32,170,71,17,105,40.3,101
9188,female,54,153,51,8,87,39.5,37
9189,female,62,152,54,24,108,40.9,169
9190,female,33,155,59,23,106,40.9,143
9191,male,31,198,99,28,107,40.9,185
9192,male,21,188,93,14,91,40.3,50
9193,female,44,168,68,12,82,39.6,45
9194,male,41,183,85,29,100,41,166
9195,male,44,196,92,27,112,40.7,211
9196,female,58,155,60,11,100,39.9,66
9197,male,41,200,98,2,82,38.1,7
9198,female,26,173,70,13,89,40.3,54
9199,male,43,180,82,3,91,38.5,13
9200,female,58,175,72,21,101,40.5,125
9201,male,21,161,69,20,96,40.4,76
9202,female,58,166,66,30,115,41.1,226
9203,male,32,173,78,8,94,39.6,34
9204,female,48,175,75,3,76,38.9,9
9205,female,22,173,62,6,85,39.5,22
9206,male,50,190,94,6,90,39.4,29
9207,female,26,163,59,4,86,38.8,16
9208,female,57,161,61,15,95,40.3,82
9209,male,76,193,104,16,90,40.4,101
9210,male,53,179,78,20,93,40.8,102
9211,male,30,194,88,4,80,38.7,9
9212,male,26,177,69,12,89,40,36
9213,male,24,179,76,17,100,40.4,80
9214,male,51,175,77,18,96,40.5,98
9215,male,49,189,94,28,97,40.9,164
9216,female,40,162,60,14,91,39.9,66
9217,male,48,192,94,6,85,39.1,24
9218,male,35,190,93,5,89,39.3,20
9219,male,72,167,76,28,102,40.4,205
9220,male,21,177,75,16,86,40.1,39
9221,female,37,148,51,3,90,38.9,14
